sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_15A,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_22A,sg_23,sg_24,sg_25,sg_26,sg_26A,sg_26B,sg_26C,sg_26D,sg_26E,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_43A,sg_44,sg_45,sg_46,sg_47,sg_48,sg_48A,sg_48B,sg_48C,sg_48D,sg_48E,sg_48F,sg_48G,sg_48H,sg_48I,sg_48J,sg_48K,sg_48L,sg_48M,sg_48N,sg_48O,sg_48P,sg_48Q,sg_48R,sg_49,sg_50,sg_51,sg_52,sg_52A,sg_53,sg_54,sg_55,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,eu_1,eu_2,eu_3,eu_4,eu_5,eu_6,eu_7,eu_8,eu_9,eu_10,eu_11,eu_12,eu_13,eu_14,eu_15,eu_16,eu_17,eu_18,eu_19,eu_20,eu_21,eu_22,eu_23,eu_24,eu_25,eu_26,eu_27,eu_28,eu_29,eu_30,eu_31,eu_32,eu_33,eu_34,eu_35,eu_36,eu_37,eu_38,eu_39,eu_40,eu_41,eu_42,eu_43,eu_44,eu_45,eu_46,eu_47,eu_48,eu_49,eu_50,eu_51,eu_52,eu_53,eu_54,eu_55,eu_56,eu_57,eu_58,eu_59,eu_60,eu_61,eu_62,eu_63,eu_64,eu_65,eu_66,eu_67,eu_68,eu_69,eu_70,eu_71,eu_72,eu_73,eu_74,eu_75,eu_76,eu_77,eu_78,eu_79,eu_80,eu_81,eu_82,eu_83,eu_84,eu_85,eu_86,eu_87,eu_88,eu_89,eu_90,eu_91,eu_92,eu_93,eu_94,eu_95,eu_96,eu_97,eu_98
eu_87,37,38,45,39,35,37,40,40,39,38,40,37,39,34,41,32,37,39,38,39,36,33,33,36,34,30,33,33,37,37,39,41,39,37,35,38,42,40,42,33,38,40,36,36,43,37,39,37,51,37,41,34,44,38,38,36,36,44,38,57,37,36,49,38,42,39,30,37,38,44,40,37,37,37,37,39,35,32,39,39,31,38,34,40,32,40,38,39,38,39,41,40,38,61,29,43,24,79,61,68,37,30,42,38,80,36,39,45,39,36,38,38,55,39,35,34,39,38,51,45,37,35,28,25,27,36,33,37,35,37,34,39,38,42,35,45,40,40,46,42,41,36,47,44,42,74,40,36,37,36,39,40,34,33,40,36,45,40,44,36,41,37,45,52,53,34,37,36,40,40,33,33,0,26,130,38,53,31,39,39,40,42,40,38
eu_88,27,32,35,30,27,30,32,34,30,30,31,31,31,24,31,31,28,33,29,32,27,29,31,26,32,28,31,35,30,30,33,41,35,30,28,30,34,34,35,37,31,33,31,31,34,28,26,30,53,32,34,32,43,30,30,29,31,48,33,62,33,31,46,37,37,34,28,31,30,43,28,28,28,32,32,31,27,29,33,27,30,29,28,31,29,33,31,32,32,32,34,32,27,63,27,48,29,80,62,70,32,29,34,30,83,31,29,45,32,28,33,27,56,31,35,33,30,31,52,45,30,29,32,29,31,30,28,32,30,31,33,36,29,40,31,41,33,34,43,40,34,34,38,35,31,76,35,37,31,30,32,32,30,27,34,31,36,33,38,32,34,32,45,55,55,30,29,31,43,34,31,25,26,0,134,29,54,28,31,33,32,37,30,37
eu_89,144,151,157,150,139,146,149,155,147,145,149,144,150,146,152,139,148,137,139,135,144,145,142,133,145,141,141,136,142,145,135,132,134,142,139,146,156,153,157,130,146,150,147,135,157,148,147,142,126,132,137,141,133,140,152,142,146,124,148,122,131,145,128,133,134,148,146,144,143,129,134,146,146,147,138,145,144,139,150,152,138,146,145,151,135,154,142,150,147,154,123,144,144,118,131,125,128,119,123,119,139,145,137,138,114,145,151,134,153,139,137,148,123,155,126,136,133,144,126,128,139,147,133,136,138,150,136,152,147,135,131,135,143,131,131,122,146,153,125,129,155,133,160,159,150,119,149,131,147,148,142,149,146,141,153,149,157,156,159,148,153,151,130,127,126,141,142,142,129,155,130,127,130,134,0,146,121,143,148,147,141,134,148,133
eu_90,21,21,19,11,29,16,18,15,19,17,19,17,17,14,18,24,17,34,20,35,14,22,19,28,22,19,19,37,19,19,31,39,29,19,23,14,17,15,18,42,20,15,19,30,18,17,20,19,58,33,32,23,44,24,17,20,18,54,21,65,28,19,57,36,36,18,22,19,21,42,33,14,15,19,26,21,8,26,20,18,26,18,22,15,26,19,22,17,17,16,39,19,14,68,38,61,36,89,68,78,27,19,34,26,85,20,15,49,18,24,32,16,61,19,47,28,31,19,53,45,25,18,28,29,30,16,29,19,17,25,35,37,19,43,21,48,18,19,49,43,18,36,19,19,18,83,18,30,19,14,25,18,20,26,19,17,20,19,19,17,20,19,44,59,61,20,17,28,40,19,43,39,38,29,146,0,53,22,18,25,28,38,17,39
eu_91,55,58,65,57,46,52,59,60,56,58,59,54,59,56,60,52,56,51,47,49,54,56,51,49,56,49,52,54,51,57,55,54,52,51,53,54,64,59,62,56,54,58,56,53,63,56,60,51,56,51,52,51,51,52,61,52,56,56,57,58,46,52,51,48,56,59,52,54,54,56,52,54,55,58,55,55,55,49,57,61,54,55,52,58,49,59,54,59,59,60,52,56,55,62,49,54,48,75,67,72,53,51,53,50,72,55,58,54,59,56,46,57,56,62,50,49,52,56,54,55,47,56,49,51,50,56,48,58,57,52,49,54,54,52,47,53,57,61,54,50,63,51,66,65,59,71,59,44,57,55,53,59,53,50,61,58,64,62,66,58,60,60,53,54,57,53,54,51,50,62,46,50,53,54,121,53,0,47,58,58,56,52,58,48
eu_92,23,18,23,22,27,19,21,17,20,22,21,20,21,20,21,21,21,35,24,34,23,20,19,28,20,20,19,33,22,21,35,40,38,22,22,20,21,21,22,40,20,19,20,33,23,21,20,22,57,32,31,20,41,18,20,24,20,54,22,63,29,17,53,36,38,20,14,19,18,43,35,22,22,19,28,20,21,26,19,19,27,18,17,20,28,18,24,22,21,21,40,21,22,69,36,57,33,86,67,76,26,18,32,28,87,23,20,48,20,23,32,21,56,22,47,24,29,19,53,46,27,16,28,25,25,19,28,17,21,26,32,33,22,38,24,46,20,22,45,39,22,29,25,24,21,79,24,32,20,16,26,21,14,24,22,16,23,21,23,15,20,21,44,56,58,25,20,28,39,22,37,40,31,28,143,22,47,0,22,23,31,39,20,35
eu_93,20,15,16,17,30,21,17,17,12,18,14,16,12,17,15,25,19,37,22,34,17,18,19,32,20,20,20,35,23,18,33,41,40,23,24,20,15,17,15,39,19,16,16,33,16,19,18,23,62,37,32,22,47,24,14,23,17,60,18,67,34,19,56,40,39,16,21,19,21,47,35,16,15,17,29,15,19,28,18,15,27,15,21,15,28,17,21,16,15,17,40,17,15,70,39,63,40,89,67,77,28,19,33,25,91,21,16,49,16,25,34,14,61,15,49,25,30,14,55,44,27,19,33,29,28,13,29,16,17,26,39,35,17,45,29,50,19,15,51,44,12,31,19,16,15,83,17,34,15,17,26,9,20,24,15,17,16,11,16,18,17,15,44,59,59,26,17,31,43,17,42,41,39,31,148,18,58,22,0,24,32,38,12,42
eu_94,27,24,26,22,25,26,25,24,22,23,23,24,23,24,23,27,24,39,26,34,25,23,25,30,23,25,22,34,25,25,35,40,40,25,21,24,23,23,25,43,23,21,24,34,25,24,23,25,62,33,35,26,46,25,21,25,24,55,25,64,27,20,51,32,36,24,20,25,25,45,35,23,25,21,32,24,24,29,22,23,28,23,23,21,29,25,27,24,23,23,42,24,24,71,39,60,39,90,70,79,28,20,34,27,91,25,22,48,22,27,34,25,57,25,50,23,33,22,56,48,28,25,31,30,28,22,31,23,22,24,37,35,24,41,27,48,25,25,51,43,24,35,27,26,25,84,23,33,25,22,28,23,24,23,25,21,22,25,25,21,24,23,46,58,59,24,23,29,41,22,42,42,39,33,147,25,58,23,24,0,20,39,24,40
eu_95,32,33,35,31,28,30,32,33,31,32,28,28,29,32,34,32,32,35,30,37,32,32,32,34,34,32,29,38,33,30,35,42,36,33,29,30,32,34,35,39,31,32,31,34,33,32,33,33,59,35,33,34,46,29,30,31,31,57,33,63,31,30,50,37,39,31,32,32,33,46,36,31,32,32,34,31,31,32,34,32,31,33,32,32,33,34,31,32,32,32,42,32,30,68,41,61,38,86,67,75,33,27,35,32,87,31,29,48,30,26,35,33,58,35,50,31,31,31,53,45,31,33,31,30,30,34,34,32,30,33,41,36,31,43,28,45,32,34,49,43,33,38,36,35,31,80,33,36,31,30,33,33,33,30,34,31,33,35,35,31,34,32,42,58,58,31,31,33,40,33,45,43,40,32,141,28,56,31,32,20,0,27,32,41
eu_96,35,42,45,40,38,38,39,43,37,33,39,38,39,37,40,41,37,38,33,41,38,37,37,38,39,37,34,39,39,39,41,43,35,39,37,38,42,43,44,43,39,40,42,37,43,37,40,39,55,41,39,39,42,38,40,38,39,53,37,62,37,38,52,42,42,39,40,40,40,45,40,37,37,40,39,37,40,37,42,40,35,39,39,39,37,42,41,41,40,40,43,40,36,64,43,55,41,85,61,70,39,39,39,37,80,40,39,45,40,34,39,39,52,44,48,38,36,39,52,48,37,40,39,38,38,40,37,41,37,38,41,40,38,43,36,47,40,42,48,44,42,42,46,44,38,74,42,39,38,39,36,39,43,40,42,40,42,42,46,41,44,42,46,55,54,37,37,37,42,43,45,41,42,37,134,38,52,39,38,39,27,0,39,41
eu_97,23,17,15,13,29,18,16,15,15,13,15,15,12,14,13,24,19,35,24,36,14,18,18,31,20,20,20,36,22,18,35,44,42,22,25,18,14,14,15,40,18,15,15,34,13,19,16,22,60,35,31,22,46,23,13,24,15,58,18,65,31,20,56,36,37,16,18,16,17,43,35,14,13,16,28,18,18,26,17,14,26,17,19,13,27,13,24,15,15,14,41,18,14,70,39,61,38,90,69,79,28,19,34,25,91,21,15,47,14,24,33,13,62,14,51,25,31,17,55,45,26,17,34,31,31,13,31,14,14,25,38,35,18,43,27,50,16,16,52,45,13,34,16,14,8,84,18,32,14,15,24,16,18,25,16,15,12,15,15,16,16,13,45,58,60,24,17,27,41,15,41,41,40,30,148,17,58,20,12,24,32,39,0,42
eu_98,39,41,47,42,38,40,41,42,40,39,42,39,43,40,42,36,40,41,38,41,40,38,38,39,38,37,36,36,39,38,37,40,42,39,39,40,45,45,45,44,41,43,39,41,46,40,40,39,51,40,41,39,44,38,41,41,41,53,43,59,33,35,44,35,41,42,38,39,39,42,37,40,42,41,42,39,39,37,42,42,38,43,39,42,35,44,39,40,40,44,43,38,40,64,41,54,41,80,57,65,33,37,40,33,74,37,41,46,42,39,36,41,49,45,46,37,41,39,50,40,36,38,34,35,36,40,41,42,41,39,36,42,39,45,38,45,42,45,48,42,45,39,49,47,44,74,42,38,43,40,40,43,40,38,45,40,45,45,48,41,44,45,43,52,52,33,40,36,43,45,38,43,38,37,133,39,48,35,42,40,41,41,42,0
