sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_5A,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_23,sg_24,sg_25,sg_26,sg_27,sg_28,sg_29,sg_30,sg_31,sg_32,sg_33,sg_34,sg_35,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_44,sg_45,sg_46,sg_47,sg_48,sg_49,sg_50,sg_51,sg_52,sg_53,sg_53A,sg_54,sg_55,sg_55A,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,sg_69,sg_70,sg_71,sg_72,sg_73,sg_74,sg_75,sg_76,sg_77,sg_78,sg_79,sg_80,sg_81,sg_81A,sg_81B,sg_82,sg_83,sg_84,sg_85,sg_85A,sg_85B,sg_86,sg_87,sg_88,sg_89,sg_90,sg_91,sg_92,sg_93,sg_93A,sg_93B,sg_93C,sg_93D,sg_93E,sg_93F,sg_93G,sg_93H,sg_93I,sg_93J,sg_93K,sg_93L,sg_94,sg_95,sg_96,sg_97,sg_98,sg_99,sg_100,sg_101,sg_102,sg_103,sg_104,sg_105,sg_105A,sg_106,sg_107,sg_108,sg_109,uk_1,uk_2,uk_3,uk_4,uk_5,uk_5A,uk_6,uk_6A,uk_7,uk_8,uk_9,uk_10,uk_10A,uk_10B,uk_11,uk_11A,uk_12,uk_13,uk_14,uk_15,uk_16,uk_17,uk_18,uk_19,uk_20,uk_21,uk_21A,uk_21B,uk_21C,uk_21D,uk_21E,uk_21F,uk_22,uk_23,uk_24,uk_25,uk_26,uk_27,uk_28,uk_29,uk_30,uk_31,uk_32,uk_33,uk_34,uk_35,uk_36,uk_37,uk_38,uk_39,uk_40,uk_41,uk_42,uk_43,uk_44,uk_45,uk_46,uk_47,uk_48,uk_49,uk_50,uk_51,uk_52,uk_53,uk_54,uk_55,uk_56,uk_57,uk_58,uk_59,uk_60,uk_60A,uk_62,uk_63,uk_64,uk_65,uk_66,uk_67,uk_68,uk_69,uk_70,uk_71,uk_72,uk_73,uk_74,uk_75,uk_76,uk_77,uk_78,uk_79,uk_80,uk_81,uk_82,uk_83,uk_83A,uk_84,uk_85,uk_86,uk_87,uk_88,uk_89,uk_90,uk_91,uk_92,uk_92A,uk_93,uk_94,uk_95,uk_96,uk_97,uk_98,uk_99,uk_99A,uk_100,uk_101,uk_102,uk_103,uk_104,uk_105,uk_106,uk_107,uk_108,uk_109,uk_110
uk_53,15,16,75,18,23,33,31,36,36,51,34,48,22,31,41,14,21,31,20,18,28,30,21,31,20,23,33,48,29,47,40,21,35,52,51,47,24,30,35,53,16,54,27,17,59,49,23,50,45,58,27,37,54,45,19,45,31,34,77,82,47,68,18,18,33,21,20,16,13,32,31,22,15,22,30,30,41,19,28,18,31,37,19,23,33,18,52,57,25,18,45,25,37,29,49,31,42,30,21,19,35,30,18,45,25,29,35,35,31,30,21,19,52,26,65,26,44,16,28,34,41,22,27,28,19,19,40,18,18,15,18,36,20,36,61,26,67,51,62,33,30,74,83,34,41,47,40,21,33,52,42,45,51,55,30,19,24,21,22,32,39,24,30,33,53,16,57,27,17,59,49,23,17,26,34,48,22,45,41,14,32,20,18,28,27,21,31,20,18,18,36,72,0,39,12,42,51,55,39,42,31,13,13,36,36,22,49,21,22,41,22,43,41,52,13,22,40,34,18,31,14,19,30,31,63,67,28,54,47,63,54,70,44,17,51,25,37,52,39,16,27,53,28,46,30,17,20,18,31,35,18,18,15
uk_54,49,47,65,46,45,44,44,42,41,47,41,47,45,43,43,49,44,43,44,46,42,44,43,42,47,46,44,46,42,48,47,45,44,43,44,47,43,41,45,46,48,49,44,49,51,49,42,48,46,54,44,43,52,46,48,6,43,44,64,67,47,60,48,46,46,45,47,48,49,44,44,45,47,48,46,42,41,46,43,53,42,47,45,41,45,53,47,49,43,47,44,41,45,44,47,40,45,43,45,47,43,44,44,44,41,44,44,41,40,43,45,47,45,44,48,45,40,50,43,44,41,45,41,39,42,45,47,40,44,50,46,42,46,41,54,46,59,47,50,44,43,64,72,43,43,48,47,45,43,43,44,45,44,54,41,48,46,47,43,44,44,43,41,44,46,48,52,44,49,51,49,45,47,44,41,47,45,43,43,49,44,44,46,42,43,43,42,47,48,46,45,48,39,0,44,47,49,54,46,47,47,48,49,45,44,39,48,43,48,41,46,42,41,52,50,45,45,38,53,45,45,45,46,47,58,54,45,50,43,57,45,57,50,49,48,45,43,43,46,47,44,49,39,48,41,47,46,44,44,44,52,49,49
uk_55,16,15,73,19,19,30,29,34,34,49,29,46,19,30,39,13,19,31,18,17,28,30,18,29,20,22,33,46,26,45,38,19,32,52,52,45,24,30,35,52,16,55,27,17,56,46,23,51,43,58,26,38,55,43,20,50,30,33,69,75,39,60,18,17,33,18,20,17,13,30,32,20,16,22,28,28,43,18,26,18,30,36,18,22,32,18,52,57,24,18,44,25,35,30,50,28,41,30,21,19,33,25,16,44,25,30,38,30,28,30,20,19,50,25,62,24,43,15,28,32,37,20,27,28,19,19,42,19,17,16,19,34,22,34,60,25,65,49,60,33,30,73,80,34,40,45,38,19,30,52,43,44,52,54,28,19,21,21,22,29,37,24,30,33,52,16,57,27,17,56,46,19,16,25,29,46,19,41,39,13,29,18,17,28,27,18,29,20,18,17,36,68,12,44,0,43,46,53,35,41,28,13,13,34,32,23,49,24,22,43,19,43,37,49,14,21,39,34,18,30,16,18,29,31,63,67,29,53,45,62,51,66,44,16,51,24,38,50,40,18,29,52,28,45,30,15,20,17,28,34,17,17,16
uk_56,43,43,65,35,37,37,35,42,41,46,42,48,39,37,43,43,38,29,36,39,29,31,36,41,39,38,39,46,38,39,40,37,41,45,43,47,33,34,39,44,40,40,32,42,56,49,34,42,45,49,37,33,44,46,39,47,15,24,66,66,40,63,39,38,37,39,36,42,43,38,31,41,40,40,40,42,37,42,42,47,39,32,38,39,35,47,43,54,39,40,43,37,36,38,47,36,40,32,41,42,42,41,37,43,37,38,39,37,36,32,42,42,46,36,58,38,43,45,32,37,42,41,39,36,38,38,47,35,39,40,35,42,38,41,51,32,60,46,53,39,35,69,66,37,43,39,40,37,41,45,36,43,43,45,40,39,42,41,37,41,44,33,34,37,44,40,42,32,42,56,49,37,42,34,42,48,39,38,43,43,39,36,39,29,33,36,41,39,39,38,35,62,42,47,43,0,41,41,41,33,36,43,43,38,35,38,41,40,40,37,41,41,42,49,45,40,40,34,47,38,36,38,34,30,57,60,32,45,43,55,46,61,41,44,44,38,33,51,42,42,40,40,36,49,36,41,37,39,40,40,46,44,43
uk_57,51,52,61,51,47,44,46,47,46,49,39,48,48,45,46,53,48,46,46,46,45,43,47,46,45,45,46,46,45,47,49,46,45,47,46,50,43,44,41,48,50,51,44,50,55,50,48,53,44,51,44,47,52,50,49,47,46,46,29,63,48,61,49,50,46,47,49,49,51,41,44,50,50,47,46,47,46,48,45,56,48,47,46,45,45,56,49,55,49,46,45,46,46,47,46,45,43,45,47,48,44,43,46,45,46,47,44,47,45,45,48,48,51,46,58,47,48,52,47,46,45,48,46,46,46,48,48,48,49,54,51,47,47,46,56,47,58,49,59,46,43,69,73,43,46,47,49,46,42,47,46,46,46,49,47,46,49,49,50,46,46,43,44,38,48,50,52,44,50,55,50,47,50,47,39,48,48,48,46,53,50,46,46,45,45,47,46,45,49,50,45,64,51,49,46,41,0,34,48,40,44,52,51,40,46,48,50,47,47,46,49,49,45,48,52,47,48,43,56,48,51,46,48,48,57,61,48,51,48,57,51,61,49,53,49,45,47,53,48,49,46,51,46,48,46,48,46,49,46,43,55,50,51
uk_58,56,55,62,55,52,47,48,51,52,50,48,54,49,46,51,56,50,49,52,51,48,49,51,50,51,52,49,48,50,47,51,52,49,50,50,50,51,50,50,49,55,51,49,55,58,51,52,53,50,56,49,48,52,52,53,54,52,53,56,29,49,59,56,52,48,52,54,54,55,45,47,54,55,51,49,52,46,53,49,62,52,44,51,51,50,62,48,59,53,55,47,51,53,50,52,50,46,49,52,53,51,52,52,47,51,50,50,51,50,49,53,53,49,49,59,50,49,57,47,50,51,51,51,50,53,53,51,53,47,59,55,51,55,52,55,51,60,50,59,49,48,69,70,48,50,47,51,52,50,50,44,53,50,54,51,56,51,54,52,49,52,51,50,48,49,55,53,49,55,58,51,52,56,51,48,54,49,49,51,56,52,52,51,48,50,51,50,51,56,52,51,64,55,54,53,41,34,0,52,42,51,55,55,46,49,54,50,53,51,46,53,51,51,51,59,52,50,49,62,51,54,51,51,52,60,64,48,54,53,59,55,65,51,55,53,50,48,55,52,56,53,51,50,52,51,53,50,47,52,49,60,59,56
uk_59,42,39,61,40,32,34,36,35,34,43,38,43,35,33,39,41,36,34,35,37,34,35,34,34,39,36,38,43,37,43,31,35,37,52,52,45,37,39,39,43,41,45,38,41,52,47,38,48,39,53,32,42,46,38,40,51,37,39,47,54,11,42,42,38,36,39,41,41,43,30,36,40,39,38,37,36,43,41,36,47,42,35,37,37,37,47,44,51,38,37,43,33,37,35,48,29,39,36,41,40,39,35,33,43,33,35,40,35,29,36,41,40,50,36,54,41,43,42,35,33,34,36,36,37,37,36,42,40,37,44,40,35,38,34,52,38,56,43,56,38,39,65,67,37,41,43,31,35,37,52,44,44,52,45,39,38,41,39,41,42,43,37,39,40,43,41,48,38,41,52,47,32,41,36,38,43,35,37,39,41,34,35,37,34,38,34,34,39,42,38,41,62,39,46,35,41,48,52,0,40,39,44,43,27,33,35,43,36,38,43,39,37,34,47,44,38,42,38,47,43,40,37,40,36,57,58,38,47,44,52,48,62,45,43,48,34,42,52,39,39,39,49,37,47,37,39,38,37,39,38,45,42,42
uk_60,41,39,64,39,37,36,37,37,38,43,39,44,40,36,44,43,39,37,38,38,34,36,37,39,38,35,36,39,33,44,40,35,40,46,46,45,35,37,38,48,38,47,36,39,53,45,37,43,43,53,35,37,50,49,37,48,38,39,60,63,46,30,41,41,39,40,41,41,41,34,36,40,41,40,40,39,39,40,37,46,38,40,39,36,36,46,46,46,38,39,40,38,38,38,44,37,37,37,37,38,40,36,37,40,38,38,39,39,37,37,37,38,44,39,53,38,38,43,39,37,39,40,35,37,39,41,42,38,40,43,39,37,38,38,53,36,58,43,56,36,34,66,70,33,41,44,40,35,40,46,41,44,46,49,36,38,42,40,39,39,39,35,37,36,48,38,49,36,39,53,45,37,41,39,39,44,40,43,44,43,37,38,38,34,36,37,39,38,41,41,38,66,42,47,41,33,40,42,40,0,38,42,41,35,37,37,46,36,39,39,39,41,39,45,45,38,36,35,46,37,41,39,38,38,54,62,36,48,38,53,47,60,45,42,48,37,37,52,44,41,39,48,37,45,37,39,38,40,36,39,45,42,41
uk_60A,31,32,66,29,28,31,14,36,36,46,30,42,26,30,40,31,26,28,28,29,26,27,28,34,27,28,34,44,32,41,37,28,37,47,47,46,27,29,32,43,26,49,26,29,52,44,29,44,44,49,26,36,49,40,29,51,29,31,69,76,43,66,30,29,29,28,25,27,31,30,31,28,25,29,28,30,39,28,28,33,28,29,27,30,31,33,48,50,28,28,45,29,36,30,42,33,38,28,28,30,34,29,29,45,29,30,35,36,33,28,28,30,50,25,60,23,41,33,31,30,35,28,29,30,25,28,43,27,28,31,29,36,27,36,43,28,56,46,58,34,29,67,74,31,38,41,37,28,36,47,36,44,47,52,27,27,25,20,24,27,35,27,29,31,43,26,52,26,29,52,44,28,29,28,30,42,26,36,40,31,31,28,29,26,27,28,34,27,30,29,30,69,31,47,28,36,44,51,39,38,0,32,31,32,31,30,41,30,29,39,29,39,35,48,33,27,34,34,33,27,31,27,24,21,58,64,33,49,42,56,48,61,44,25,44,28,36,46,39,29,31,48,30,44,27,29,27,28,31,32,34,32,31
uk_62,10,11,75,17,19,31,32,34,34,52,38,50,23,34,43,9,22,29,15,13,24,26,17,29,18,24,29,44,30,43,42,20,36,52,52,48,20,26,31,49,15,54,23,16,59,49,20,50,48,55,23,36,55,50,15,54,29,32,78,82,50,70,13,15,36,13,19,10,2,31,31,16,16,14,30,31,45,11,23,10,31,39,19,20,32,10,55,59,25,14,48,26,36,32,50,33,38,32,23,18,37,31,17,48,26,32,36,35,33,32,22,18,54,26,65,24,45,11,29,34,39,14,26,26,22,20,43,16,18,10,17,34,23,34,61,24,68,52,65,29,26,76,83,30,44,43,42,20,34,52,42,47,52,57,31,17,24,21,20,29,38,20,26,29,49,15,57,23,16,59,49,19,12,24,38,50,23,45,43,9,32,15,13,24,23,17,29,18,13,15,34,74,13,48,13,43,52,55,44,42,32,0,2,34,37,22,47,24,14,45,21,45,39,51,8,14,41,34,10,30,14,19,27,33,61,68,29,51,45,64,56,72,48,16,52,21,36,54,41,15,28,56,26,47,31,13,23,18,30,38,11,12,10
uk_63,9,11,76,18,21,33,31,36,36,52,38,50,23,34,44,11,22,30,17,15,25,27,19,31,17,23,30,45,30,44,42,19,35,53,53,49,21,27,32,50,14,55,24,15,60,50,21,51,47,56,22,35,55,50,15,55,30,33,79,83,49,70,14,16,36,15,20,10,0,29,29,18,15,16,30,31,46,13,25,9,31,38,19,21,32,9,56,60,24,14,49,26,35,31,50,33,39,31,22,17,36,30,17,49,26,31,36,36,33,31,22,17,54,25,66,25,46,11,29,34,41,16,26,27,21,20,44,15,18,10,18,36,22,36,61,25,69,52,65,30,27,77,84,31,44,44,42,19,34,53,43,48,53,57,31,17,24,21,20,31,38,21,27,30,50,14,58,24,15,60,50,21,11,25,38,50,23,45,44,11,33,17,15,25,24,19,31,17,14,16,35,75,13,49,13,43,51,55,43,41,31,2,0,32,37,22,48,24,16,46,21,45,41,49,7,16,41,34,9,31,15,19,28,33,62,69,30,52,46,65,56,72,49,16,53,20,35,55,41,16,29,56,27,47,32,13,22,18,31,37,10,11,9
uk_64,36,36,62,33,27,26,25,32,29,44,34,43,30,27,38,34,28,24,29,31,29,30,26,33,33,34,35,39,33,40,34,29,34,48,46,42,33,34,37,33,35,39,33,35,51,44,34,47,41,51,24,35,42,41,33,49,29,33,65,69,36,56,35,29,30,30,32,32,32,4,23,32,32,31,33,32,37,33,25,40,38,32,28,29,28,40,34,49,32,33,40,29,32,33,44,29,36,24,35,32,32,29,33,40,29,33,37,37,29,24,35,32,44,30,55,31,39,36,29,27,28,25,32,33,30,30,37,33,32,38,33,32,31,29,52,32,57,44,56,35,34,68,70,33,41,40,34,29,33,48,40,42,46,43,35,32,35,34,35,38,38,33,34,36,33,35,42,33,35,51,44,27,35,28,34,43,30,37,38,34,30,29,31,29,35,26,33,33,35,29,34,59,36,45,34,38,40,46,27,35,32,34,32,0,32,31,38,32,30,37,32,35,28,36,38,28,36,33,40,37,37,28,34,29,53,57,36,43,41,54,46,62,44,36,42,25,35,49,39,37,36,42,33,41,28,33,34,32,34,36,39,37,36
uk_65,37,33,67,34,27,27,30,33,32,45,30,38,26,33,34,34,30,26,26,30,26,29,26,31,33,32,35,40,31,40,30,31,36,47,43,45,30,34,36,42,35,44,31,37,47,43,34,48,41,49,32,36,44,40,34,49,30,36,63,70,40,58,36,34,36,32,34,35,37,31,29,34,34,35,34,35,35,33,34,40,33,30,33,30,29,40,44,52,35,34,44,32,32,33,47,27,36,28,34,33,36,33,29,44,32,33,37,30,27,28,34,33,46,30,56,32,39,36,29,31,33,33,35,33,31,34,44,35,32,39,34,33,35,32,53,30,59,45,57,35,33,57,73,34,42,40,30,31,35,47,38,43,43,45,32,32,35,36,34,35,39,30,34,35,42,35,47,31,37,47,43,27,34,32,30,38,26,35,34,34,33,26,30,26,32,26,31,33,36,34,35,62,36,44,32,35,46,49,33,37,31,37,37,32,0,34,43,32,35,35,36,35,33,49,39,31,39,38,40,34,36,33,36,30,56,62,35,49,43,55,47,58,42,38,42,32,36,46,42,34,34,45,33,46,20,32,32,32,35,37,39,37,37
uk_66,24,24,69,21,25,33,30,32,33,43,33,45,28,30,39,25,26,27,23,23,25,28,24,30,22,25,31,42,27,43,37,25,27,47,47,42,23,26,32,47,23,46,26,24,50,46,23,47,42,53,27,34,50,41,23,45,26,29,68,74,42,61,22,21,31,24,23,23,22,28,31,23,21,22,25,25,38,24,24,26,28,35,22,23,28,26,46,51,21,22,40,24,29,27,43,28,38,26,24,25,32,30,22,40,24,27,31,33,28,26,23,25,44,27,54,25,38,25,26,29,40,23,23,22,21,21,39,16,24,24,21,32,24,33,51,25,58,43,49,31,28,68,75,31,40,43,37,25,25,47,40,40,47,51,31,25,26,25,24,31,37,23,26,31,47,23,49,26,24,50,46,25,23,26,33,45,28,40,39,25,30,23,23,25,25,24,30,22,22,21,34,64,22,39,23,38,48,54,35,37,30,22,22,31,34,0,43,20,22,38,23,37,40,49,24,23,35,26,26,27,22,22,32,30,56,56,28,46,37,58,47,59,42,25,47,27,34,50,38,23,23,52,22,42,29,23,21,24,28,35,27,25,24
uk_67,49,48,53,36,37,30,40,43,42,48,46,50,38,37,45,50,43,34,40,44,27,26,40,41,45,46,31,29,42,29,44,43,48,49,48,45,31,31,30,25,44,45,31,49,51,47,37,44,50,42,37,44,50,47,45,51,34,37,69,71,45,63,45,41,42,41,43,47,48,36,37,42,47,45,44,46,42,44,35,54,38,42,44,41,39,54,44,51,44,46,45,35,40,45,48,41,26,39,44,46,41,45,45,45,35,45,44,41,41,39,44,46,47,42,59,41,45,50,42,42,43,40,43,35,44,44,48,47,44,47,36,43,44,42,53,36,56,48,55,31,26,66,66,27,45,29,44,43,47,49,45,45,48,51,44,45,44,46,44,42,43,31,31,30,25,44,48,31,49,51,47,37,48,36,46,50,38,40,45,50,43,40,44,27,31,40,41,45,45,41,40,61,49,48,49,41,50,50,43,46,41,47,48,38,43,43,0,45,44,42,46,43,43,51,52,42,41,43,54,39,49,44,47,43,40,60,47,31,48,50,47,63,46,51,40,38,44,52,44,48,46,49,35,46,40,47,44,44,41,40,54,50,49
uk_68,24,23,70,22,26,28,29,32,33,46,32,44,26,27,40,24,26,26,24,24,30,31,25,26,24,22,32,43,26,45,37,23,33,51,49,45,28,31,34,48,16,51,29,24,55,44,24,47,39,53,27,35,51,39,24,47,29,30,71,77,43,63,20,21,34,25,22,23,24,28,25,18,11,24,29,30,38,24,20,26,28,34,22,25,31,26,47,53,25,22,38,23,32,28,43,27,40,29,22,20,28,31,23,38,23,28,33,31,27,29,21,20,48,27,58,26,40,23,27,29,35,23,19,30,22,19,38,22,23,22,22,32,25,33,53,26,63,46,60,32,32,70,77,31,38,45,37,23,32,51,41,43,49,49,32,24,24,23,25,33,36,28,31,33,48,16,54,29,24,55,44,26,24,24,32,44,26,40,40,24,28,24,24,30,30,25,26,24,20,21,36,68,21,43,24,40,47,53,36,36,30,24,24,32,32,20,45,0,23,38,22,38,35,46,24,24,35,30,26,27,23,22,32,31,57,61,29,49,43,59,48,64,43,26,48,26,35,50,37,24,27,49,30,43,26,21,24,23,26,32,25,23,24
uk_69,20,19,69,21,17,25,30,29,29,49,36,48,21,32,42,21,23,28,17,15,25,26,18,27,20,22,28,41,29,39,38,21,35,50,50,47,23,26,28,45,21,51,23,20,58,43,22,48,44,52,22,32,52,46,17,53,28,29,72,78,45,66,20,22,34,15,21,15,16,27,27,16,18,1,26,31,41,13,21,22,29,36,20,21,30,22,51,53,25,17,45,25,35,30,47,30,35,30,22,22,35,27,19,45,25,30,34,33,30,30,21,22,52,24,63,24,44,22,28,30,34,14,26,25,23,21,39,20,21,20,21,29,24,29,58,24,65,49,61,28,25,71,77,27,37,39,38,21,33,50,41,43,50,51,31,20,24,21,23,26,36,23,26,26,45,21,54,23,20,58,43,17,20,25,36,48,21,42,42,21,30,17,15,25,23,18,27,20,20,22,33,68,22,48,22,40,47,51,38,39,29,14,16,30,35,22,44,23,0,41,22,41,34,44,20,14,39,34,22,28,22,20,31,31,53,63,28,47,46,59,52,68,45,20,47,20,32,50,38,21,28,52,25,43,30,19,20,21,29,37,21,19,20
uk_70,44,44,66,42,41,34,39,39,39,43,35,45,37,39,40,45,38,37,38,41,38,38,39,37,39,39,41,42,36,38,40,38,37,46,45,47,39,41,41,44,41,45,37,37,48,40,41,47,43,51,37,41,47,46,41,46,37,41,66,68,46,60,41,41,36,41,40,42,46,36,36,41,39,41,39,36,0,42,37,47,37,39,38,38,38,47,38,41,38,41,41,37,38,40,47,37,40,35,39,39,39,43,41,41,37,40,39,36,37,35,39,39,46,38,58,41,45,44,39,41,36,39,39,35,36,39,41,42,39,45,42,39,38,39,52,37,58,43,57,41,41,66,74,38,39,38,40,38,36,46,41,42,45,50,37,39,44,43,42,43,43,39,41,41,44,41,48,37,37,48,40,41,40,38,35,45,37,40,40,45,41,38,41,38,40,39,37,39,41,41,42,64,41,41,43,37,46,46,43,39,39,45,46,37,35,38,42,38,41,0,41,39,36,48,46,42,40,37,47,36,41,38,43,38,54,62,41,45,42,54,51,62,45,46,45,37,41,50,43,40,39,43,35,45,36,40,39,39,40,41,45,45,44
uk_71,21,21,67,16,24,30,30,32,30,46,33,47,23,32,41,16,21,24,23,21,28,30,22,30,20,25,32,46,27,44,33,20,35,51,49,44,26,30,35,42,19,47,27,22,54,46,22,49,44,53,26,34,49,47,21,51,29,29,74,78,47,66,22,20,27,22,16,21,21,28,30,22,20,23,28,27,41,21,27,23,28,35,20,23,29,23,48,54,23,20,43,22,34,31,46,31,39,27,22,21,34,25,21,43,22,31,36,34,31,27,21,21,52,25,62,25,45,20,26,28,38,21,25,28,23,20,38,21,21,20,16,32,24,30,58,24,64,46,61,32,30,71,79,33,42,44,33,20,33,51,39,44,49,53,33,21,23,21,22,29,36,26,30,33,42,19,50,27,22,54,46,24,22,24,33,47,23,42,41,16,24,23,21,28,28,22,30,20,22,20,32,69,22,46,19,41,49,53,39,39,29,21,21,32,36,23,46,22,22,41,0,37,38,40,21,22,38,33,23,29,21,20,28,27,57,63,29,51,41,58,51,66,44,20,47,25,34,49,37,22,27,49,28,41,32,21,24,21,26,33,22,22,21
uk_72,45,43,64,37,38,37,38,42,40,47,37,45,38,39,39,39,35,28,37,40,36,37,36,41,40,40,39,44,41,44,30,37,41,49,48,46,40,41,41,37,43,43,40,42,46,44,40,50,46,52,38,44,44,44,42,48,37,40,65,69,42,59,44,41,31,39,35,42,45,32,37,42,41,41,38,30,39,43,39,49,40,38,38,39,37,49,43,52,39,41,40,37,37,40,46,36,43,35,41,41,39,38,40,40,37,40,43,37,36,35,41,41,48,37,57,41,46,45,34,12,39,40,38,39,39,39,44,41,40,45,37,42,41,40,52,38,55,47,56,39,41,65,69,39,45,44,30,37,42,49,43,40,48,49,42,42,42,40,43,44,42,40,41,41,37,43,44,40,42,46,44,38,42,38,37,45,38,39,39,39,31,37,40,36,41,36,41,40,44,41,41,65,43,42,43,41,49,51,37,41,39,45,45,35,35,37,43,38,41,39,37,0,39,43,46,42,38,41,49,40,40,38,40,34,47,59,40,49,43,55,49,62,44,45,47,38,44,47,45,42,44,43,39,45,35,42,42,40,41,39,47,44,45
uk_73,43,38,61,39,28,25,33,31,30,43,28,43,35,37,37,38,37,34,29,29,36,35,28,24,36,38,37,43,39,39,33,39,37,48,46,48,36,37,37,40,39,49,36,40,48,45,37,50,44,51,33,39,46,40,40,47,38,37,64,70,41,59,41,34,36,35,38,36,41,29,34,35,37,35,41,39,36,35,33,46,39,39,37,37,38,46,43,45,35,37,45,38,39,35,43,35,38,34,36,38,34,30,34,45,38,35,39,35,35,34,36,38,46,37,52,37,42,42,38,37,0,27,37,38,37,37,43,40,37,42,39,31,36,30,54,37,59,43,56,37,37,63,69,33,43,39,33,39,36,48,40,40,46,45,36,40,39,38,39,35,43,36,37,37,40,39,51,36,40,48,45,28,38,34,28,43,35,36,37,38,37,29,29,36,37,28,24,36,41,34,39,60,41,41,37,42,45,51,34,39,35,39,41,28,33,40,43,35,34,36,38,39,0,47,43,33,40,36,46,39,40,37,37,38,52,59,39,45,46,52,45,59,44,42,45,32,39,49,41,40,40,47,38,44,38,39,35,37,38,36,45,43,43
uk_74,55,51,66,45,49,45,45,48,46,49,47,51,50,45,49,49,50,41,48,47,47,49,47,47,51,50,45,48,44,51,42,47,47,51,50,49,48,48,48,42,48,52,48,51,54,50,48,51,46,54,47,42,51,50,51,55,47,46,71,73,47,62,53,50,37,47,46,50,49,38,42,44,51,45,45,46,48,47,42,57,49,48,48,46,48,57,47,56,47,51,48,48,50,48,46,48,47,47,49,51,44,46,50,48,48,48,43,44,48,47,49,51,49,49,60,45,46,53,47,42,47,48,39,45,51,49,49,51,46,54,45,48,47,46,56,48,51,49,57,45,48,65,70,45,43,51,42,47,47,51,47,48,50,51,43,50,51,50,50,47,41,48,48,48,42,48,52,48,51,54,50,49,51,49,47,51,50,40,49,49,41,48,47,47,47,47,47,51,53,50,48,63,52,52,49,49,48,51,47,45,48,51,49,36,49,49,51,46,44,48,40,43,47,0,54,42,43,48,57,48,50,48,48,47,53,60,50,54,50,58,53,66,48,51,52,47,42,50,47,52,49,49,45,47,47,49,48,46,46,45,56,53,55
uk_75,9,12,78,19,24,35,33,38,38,52,39,52,24,35,45,10,21,34,21,19,31,33,22,34,18,22,35,50,29,49,43,19,36,57,57,51,27,33,36,55,15,58,30,15,61,52,24,57,49,60,27,41,58,51,16,56,32,35,80,87,51,73,14,16,38,20,20,14,7,34,33,23,15,21,30,31,46,18,29,8,31,39,19,23,34,8,57,62,27,13,48,27,38,32,53,33,45,31,22,16,36,30,17,48,27,32,40,37,33,31,21,16,56,26,69,26,48,10,29,36,43,21,27,30,21,17,44,15,20,8,19,38,23,38,65,28,72,52,67,35,33,79,89,36,45,49,43,19,35,57,47,48,57,57,33,19,22,22,22,35,40,27,33,34,55,15,61,30,15,61,52,24,12,26,39,52,24,47,45,10,35,21,19,31,30,22,34,18,14,16,38,76,13,50,14,45,52,59,44,45,33,8,7,38,39,24,52,24,20,46,21,46,43,54,0,21,42,36,8,32,16,19,33,35,67,71,32,55,50,68,58,74,50,16,53,25,41,56,44,16,29,57,30,48,34,15,25,20,33,37,8,9,9
uk_76,21,21,68,19,15,27,30,29,30,49,35,42,23,32,41,21,22,28,17,16,24,25,17,24,21,21,28,38,27,39,39,20,34,51,49,44,24,27,29,43,20,47,25,22,55,45,24,47,44,50,21,31,50,45,21,51,28,31,72,79,47,64,22,22,34,14,21,14,16,27,26,16,21,15,30,29,42,5,20,23,30,35,21,21,30,23,51,54,25,20,44,26,34,31,45,29,32,28,21,22,35,26,20,44,26,31,33,34,29,28,20,22,50,25,61,24,43,22,26,31,33,16,27,26,22,22,39,19,20,21,19,29,20,30,55,24,64,49,60,28,27,71,79,29,39,39,39,20,33,51,41,45,49,54,27,19,25,21,22,25,34,24,27,28,43,20,50,25,22,55,45,15,21,24,35,42,23,41,41,21,30,17,16,24,25,17,24,21,22,22,34,69,22,45,21,40,47,52,38,38,27,14,16,28,31,23,42,24,14,42,22,42,33,42,21,0,36,32,23,29,22,21,29,29,54,63,28,44,45,60,50,67,44,20,48,19,31,46,39,23,29,51,26,42,28,22,23,20,29,34,23,21,21
